,home_team,home_score,home_scorers,away_team,away_score,away_scorers
2732,Portsmouth,1,['Crouch'],Fulham,1,['Dempsey']
2733,Chelsea,0,[],Liverpool,1,['Alonso']
2734,Wigan Athletic,0,[],Aston Villa,4,"['Barry', 'Agbonlahor', 'Carew', 'Sidwell']"
2735,Manchester City,3,"['Robinho', 'Robinho', 'Robinho']",Stoke City,0,[]
2736,Tottenham Hotspur,2,"['Pavlyuchenko', 'Bent']",Bolton Wanderers,0,[]
2737,Sunderland,2,"['Cisse', 'Richardson']",Newcastle United,1,['Ameobi']
2738,Everton,1,['Fellaini'],Manchester United,1,['Fletcher']
2739,Blackburn Rovers,1,['McCarthy'],Middlesboro,1,['Alves']
2740,West Bromwich Albion,0,[],Hull City,3,"['Zayatte', 'Geovanni', 'King']"
2741,Stoke City,2,"['Higginbotham', 'Delap']",Tottenham Hotspur,1,['Bent']
2742,Hull City,1,['Turner'],West Ham United,0,[]
2743,Manchester United,4,"['Rooney', 'Ronaldo', 'Berbatov', 'Nani']",West Bromwich Albion,0,[]
2744,Liverpool,3,"['Kuyt', 'Riera', 'Kuyt']",Wigan Athletic,2,"['Zaki', 'Zaki']"
2745,Bolton Wanderers,0,[],Blackburn Rovers,0,[]
2746,Aston Villa,0,[],Portsmouth,0,[]
2747,Fulham,0,[],Sunderland,0,[]
2748,Arsenal,3,"['Nasri', 'Persie', 'Walcott']",Everton,1,['Osman']
2749,Middlesboro,0,[],Chelsea,5,"['Kalou', 'Belletti', 'Kalou', 'Lampard', 'Malouda']"
2750,Manchester City,2,"['Ireland', 'Garrido']",Liverpool,3,"['Torres', 'Torres', 'Kuyt']"
2751,Portsmouth,2,"['Crouch', 'Defoe']",Stoke City,1,['Fuller']
2752,Chelsea,2,"['Cole', 'Anelka']",Aston Villa,0,[]
2753,West Ham United,1,['Cole'],Bolton Wanderers,3,"['Davies', 'Cahill', 'Taylor']"
2754,Tottenham Hotspur,0,[],Hull City,1,['Geovanni']
2755,Everton,2,"['Arteta', 'Fellaini']",Newcastle United,2,"['Taylor', 'Duff']"
2756,Blackburn Rovers,0,[],Manchester United,2,"['Brown', 'Rooney']"
2757,Wigan Athletic,0,[],Middlesboro,1,['Aliadiere']
2758,West Bromwich Albion,1,['Bednar'],Fulham,0,[]
2759,Sunderland,1,['Leadbitter'],Arsenal,1,['Fabregas']
2760,Wigan Athletic,2,"['Valencia', 'Zaki']",Manchester City,1,['Kompany']
2761,Portsmouth,2,"['Defoe', 'Crouch']",Tottenham Hotspur,0,[]
2762,Aston Villa,2,"['Young', 'Carew']",Sunderland,1,['Cisse']
2763,Fulham,1,['Murphy'],West Ham United,2,"['Cole', 'Etherington']"
2764,Middlesboro,0,[],West Bromwich Albion,1,['Olsson']
2765,Newcastle United,1,['Owen'],Blackburn Rovers,2,"['Veijeany', 'Cruz']"
2766,Manchester United,2,"['Ronaldo', 'Rooney']",Bolton Wanderers,0,[]
2767,Everton,0,[],Liverpool,2,"['Torres', 'Torres']"
2768,Stoke City,0,[],Chelsea,2,"['Bosingwa', 'Anelka']"
2769,Manchester City,6,"['Jo', 'Dunne', 'Robinho', 'Phillips', 'Evans', 'Fernandes']",Portsmouth,0,[]
2770,West Bromwich Albion,1,['Morrison'],Aston Villa,2,"['Carew', 'Agbonlahor']"
2771,Tottenham Hotspur,0,[],Wigan Athletic,0,[]
2772,Chelsea,1,['Kalou'],Manchester United,1,['Park']
2773,Blackburn Rovers,1,['Derbyshire'],Fulham,0,[]
2774,West Ham United,3,"['Michele', 'Michele', 'Etherington']",Newcastle United,1,['Owen']
2775,Liverpool,0,[],Stoke City,0,[]
2776,Bolton Wanderers,1,['Davies'],Arsenal,3,"['Eboue', 'Bendtner', 'Denilson']"
2777,Sunderland,2,"['Chopra', 'Chopra']",Middlesboro,0,[]
2778,Tottenham Hotspur,1,['Bent'],Aston Villa,2,"['Reo-Coker', 'Young']"
2779,Stoke City,2,"['Olofinjana', 'Fuller']",Everton,3,"['Ayegbeni', 'Anichebe', 'Cahill']"
2780,Portsmouth,2,"['Defoe', 'Defoe']",Middlesboro,1,['Mido']
2781,Blackburn Rovers,0,[],Arsenal,4,"['Persie', 'Adebayor', 'Adebayor', 'Adebayor']"
2782,West Bromwich Albion,3,"['Morrison', 'Bednar', 'Brunt']",West Ham United,2,"['Noble', 'Neill']"
2783,Newcastle United,1,['Xisco'],Hull City,2,"['King', 'King']"
2784,Fulham,2,"['Gera', 'Zamora']",Bolton Wanderers,1,['Davies']
2785,Manchester City,1,['Robinho'],Chelsea,3,"['Carvalho', 'Lampard', 'Anelka']"
2786,Aston Villa,0,[],Liverpool,0,[]
2787,Chelsea,1,['Belletti'],Tottenham Hotspur,1,['Bent']
2788,Sunderland,0,[],Manchester City,3,"['Ireland', 'Phillips', 'Phillips']"
2789,Bolton Wanderers,0,[],West Bromwich Albion,0,[]
2790,Arsenal,3,"['Persie', 'Persie', 'Denilson']",Newcastle United,0,[]
2791,Everton,0,[],Portsmouth,3,"['Defoe', 'Johnson', 'Crouch']"
2792,Portsmouth,0,[],Manchester United,1,['Fletcher']
2793,Wigan Athletic,0,[],Chelsea,1,['Deco']
2794,Manchester City,3,"['Sturridge', 'Elano', 'Elano']",West Ham United,0,[]
2795,Stoke City,3,"['Lawrence', 'Fuller', 'Sidibe']",Aston Villa,2,"['Carew', 'Laursen']"
2796,Newcastle United,1,['Owen'],Bolton Wanderers,0,[]
2797,West Bromwich Albion,1,['Bednar'],Everton,2,"['Osman', 'Ayegbeni']"
2798,Fulham,1,['Hangeland'],Arsenal,0,[]
2799,Tottenham Hotspur,1,['Jenas'],Sunderland,2,"['Richardson', 'Cisse']"
2800,Blackburn Rovers,1,['Roberts'],Hull City,1,['Garcia']
2801,Aston Villa,4,"['Carew', 'Agbonlahor', 'Agbonlahor', 'Agbonlahor']",Manchester City,2,"['Elano', 'Corluka']"
2802,Manchester United,1,['Fletcher'],Newcastle United,1,['Martins']
2803,Chelsea,4,"['Cole', 'Anelka', 'Lampard', 'Deco']",Portsmouth,0,[]
2804,Sunderland,0,[],Liverpool,1,['Torres']
2805,Bolton Wanderers,3,"['Steinsson', 'Davies', 'Elmander']",Stoke City,1,['Fuller']
2806,Everton,2,"['Arteta', 'Ayegbeni']",Blackburn Rovers,3,"['Dunn', 'Cruz', 'Ooijer']"
2807,West Ham United,2,"['Ashton', 'Ashton']",Wigan Athletic,1,['Zaki']
2808,Hull City,2,"['Geovanni', 'Folan']",Fulham,1,['Seol']
2809,Arsenal,1,['Nasri'],West Bromwich Albion,0,[]
2810,Hull City,0,[],Liverpool,0,[]
2811,Burnley,4,"['Elliott', 'Cork', 'Paterson', 'Thompson']",Tottenham Hotspur,2,"['Bale', 'Modric']"
2812,West Ham United,1,['Morte'],Manchester City,1,['Phillips']
2813,Bolton Wanderers,2,"['Davies', 'Klasnic']",Birmingham City,1,['McFadden']
2814,Chelsea,8,"['Anelka', 'Lampard', 'Kalou', 'Anelka', 'Drogba', 'Drogba', 'Drogba', 'Cole']",Wigan Athletic,0,[]
2815,Wolverhampton,2,"['Doyle', 'Gu?dioura']",Sunderland,1,['Jones']
2816,Everton,1,['Bilyaletdinov'],Portsmouth,0,[]
2817,Fulham,0,[],Stoke City,1,['Etherington']
2818,Manchester City,0,[],Tottenham Hotspur,1,['Crouch']
2819,Blackburn Rovers,2,"['Dunn', 'Veijeany']",Arsenal,1,['Persie']
2820,Wigan Athletic,2,"['Moses', 'Gohouri']",Hull City,2,"['Atkinson', 'Cullen']"
2821,Sunderland,0,[],Manchester United,1,['Nani']
2822,Liverpool,0,[],Chelsea,2,"['Drogba', 'Lampard']"
2823,Tottenham Hotspur,1,['Huddlestone'],Bolton Wanderers,0,[]
2824,Portsmouth,3,"['Dindane', 'Utaka', 'Brown']",Wolverhampton,1,['Doyle']
2825,Stoke City,0,[],Everton,0,[]
2826,Manchester City,3,"['Tevez', 'Adebayor', 'Bellamy']",Aston Villa,1,['Carew']
2827,Aston Villa,1,['Milner'],Birmingham City,0,[]
2828,Burnley,0,[],Liverpool,4,"['Gerrard', 'Gerrard', 'Rodriguez', 'Babel']"
2829,Chelsea,7,"['Kalou', 'Kalou', 'Lampard', 'Kalou', 'Lampard', 'Sturridge', 'Malouda']",Stoke City,0,[]
2830,Bolton Wanderers,2,"['Klasnic', 'Davies']",Portsmouth,2,"['Dindane', 'Dindane']"
2831,Hull City,0,[],Sunderland,1,['Bent']
2832,Manchester United,3,"['Giggs', 'Nani', 'Giggs']",Tottenham Hotspur,1,['King']
2833,Arsenal,0,[],Manchester City,0,[]
2834,Wolverhampton,1,['Ebanks-Blake'],Blackburn Rovers,1,['Nelsen']
2835,Hull City,0,[],Aston Villa,2,"['Agbonlahor', 'Milner']"
2836,Portsmouth,1,['Brown'],Aston Villa,2,"['Carew', 'Delfouneso']"
2837,Wigan Athletic,3,"['Watson', 'Bramble', 'N?Zogbia']",Arsenal,2,"['Walcott', 'Silvestre']"
2838,Tottenham Hotspur,2,"['Defoe', 'Bale']",Chelsea,1,['Lampard']
2839,Birmingham City,0,[],Hull City,0,[]
2840,Stoke City,1,['Kitson'],Bolton Wanderers,2,"['Taylor', 'Taylor']"
2841,Blackburn Rovers,2,"['N?Zonzi', 'Roberts']",Everton,3,"['Arteta', 'Ayegbeni', 'Cahill']"
2842,Sunderland,2,"['Campbell', 'Bent']",Burnley,1,['Thompson']
2843,Fulham,0,[],Wolverhampton,0,[]
2844,Manchester City,0,[],Manchester United,1,['Scholes']
2845,Tottenham Hotspur,2,"['Rose', 'Bale']",Arsenal,1,['Bendtner']
2846,Wigan Athletic,0,[],Portsmouth,0,[]
2847,Chelsea,1,['Anelka'],Bolton Wanderers,0,[]
2848,Manchester City,5,"['Tevez', 'Tevez', 'Adebayor', 'Onuoha', 'Adebayor']",Birmingham City,1,['Jerome']
2849,Blackburn Rovers,0,[],Manchester United,0,[]
2850,Liverpool,0,[],Fulham,0,[]
2851,Wolverhampton,0,[],Stoke City,0,[]
2852,West Ham United,1,['Ilan'],Sunderland,0,[]
2853,Hull City,1,['Kilbane'],Burnley,4,"['Paterson', 'Alexander', 'Alexander', 'Elliott']"
2854,Fulham,2,"['Chuka', 'Hangeland']",Wigan Athletic,1,['Scotland']
2855,Everton,2,"['Bilyaletdinov', 'Ayegbeni']",West Ham United,2,"['Costa', 'Ilan']"
2856,Birmingham City,1,['Ridgewell'],Liverpool,1,['Gerrard']
2857,Arsenal,1,['Bendtner'],Wolverhampton,0,[]
2858,Stoke City,2,"['Fuller', 'Lawrence']",Hull City,0,[]
2859,Bolton Wanderers,0,[],Aston Villa,1,['Young']
2860,Manchester United,1,['Macheda'],Chelsea,2,"['Cole', 'Drogba']"
2861,Portsmouth,0,[],Blackburn Rovers,0,[]
2862,Sunderland,3,"['Bent', 'Bent', 'Zenden']",Tottenham Hotspur,1,['Crouch']
2863,Burnley,1,['Fletcher'],Manchester City,6,"['Adebayor', 'Bellamy', 'Tevez', 'Vieira', 'Adebayor', 'Kompany']"
2864,Manchester City,3,"['Tevez', 'Tevez', 'Tevez']",Wigan Athletic,0,[]
2865,Burnley,0,[],Blackburn Rovers,1,['Dunn']
2866,Liverpool,3,"['Torres', 'Johnson', 'Torres']",Sunderland,0,[]
2867,Chelsea,7,"['Lampard', 'Lampard', 'Malouda', 'Lampard', 'Malouda', 'Kalou', 'Lampard']",Aston Villa,1,['Carew']
2868,Wolverhampton,0,[],Everton,0,[]
2869,Hull City,2,"['Bullard', 'Fagan']",Fulham,0,[]
2870,Tottenham Hotspur,2,"['Crouch', 'Kranjcar']",Portsmouth,0,[]
2871,West Ham United,0,[],Stoke City,1,['Fuller']
2872,Birmingham City,1,['Phillips'],Arsenal,1,['Nasri']
2873,Portsmouth,0,[],Chelsea,5,"['Drogba', 'Malouda', 'Malouda', 'Drogba', 'Lampard']"
2874,Aston Villa,1,['Carew'],Sunderland,1,['Campbell']
2875,Manchester City,0,[],Everton,2,"['Cahill', 'Arteta']"
2876,Blackburn Rovers,2,"['Dunn', 'Dunn']",Birmingham City,1,['McFadden']
2877,West Ham United,1,['Franco'],Wolverhampton,3,"['Doyle', 'Zubar', 'Jarvis']"
2878,Manchester United,2,"['Rooney', 'Park']",Liverpool,1,['Torres']
2879,Fulham,1,['Murphy'],Manchester City,2,"['Cruz', 'Tevez']"
2880,Blackburn Rovers,1,['Diouf'],Chelsea,1,['Drogba']
2881,Wigan Athletic,1,['Rodallega'],Burnley,0,[]
2882,Portsmouth,3,"['Smith', ""O'Hara"", 'Kanu']",Hull City,2,"['Folan', 'Folan']"
2883,Stoke City,1,['Etherington'],Tottenham Hotspur,2,"['Gudjohnsen', 'Kranjcar']"
2884,Everton,2,"['Arteta', 'Pienaar']",Bolton Wanderers,0,[]
2885,Arsenal,2,"['Denilson', 'Fabregas']",West Ham United,0,[]
2886,Sunderland,3,"['Bent', 'Bent', 'Campbell']",Birmingham City,1,['Jerome']
2887,Liverpool,4,"['Torres', 'Babel', 'Aquilani', 'Torres']",Portsmouth,1,['Belhadj']
2888,Sunderland,1,['Jones'],Manchester City,1,['Johnson']
2889,Manchester United,3,"['Rooney', 'Rooney', 'Berbatov']",Fulham,0,[]
2890,Hull City,1,['Bullard'],Arsenal,2,"['Arshavin', 'Bendtner']"
2891,Bolton Wanderers,4,"['Elmander', 'Davies', 'Muamba', 'Taylor']",Wigan Athletic,0,[]
2892,Birmingham City,2,"['Jerome', 'Gardner']",Everton,2,"['Anichebe', 'Ayegbeni']"
2893,Stoke City,0,[],Aston Villa,0,[]
2894,Tottenham Hotspur,3,"['Defoe', 'Pavlyuchenko', 'Pavlyuchenko']",Blackburn Rovers,1,['Veijeany']
2895,Chelsea,4,"['Alex', 'Drogba', 'Malouda', 'Drogba']",West Ham United,1,['Parker']
2896,Burnley,1,['Nugent'],Stoke City,1,['Sanli']
2897,Portsmouth,1,['Kanu'],Birmingham City,2,"['Jerome', 'Jerome']"
2898,Sunderland,4,"['Campbell', 'Bent', 'Bent', 'Bent']",Bolton Wanderers,0,[]
2899,Wigan Athletic,1,['Rodallega'],Liverpool,0,[]
2900,Wolverhampton,0,[],Manchester United,1,['Scholes']
2901,Arsenal,3,"['Fabregas', 'Walcott', 'Arshavin']",Burnley,1,['Nugent']
2902,West Ham United,1,['Diamanti'],Bolton Wanderers,2,"['Davies', 'Wilshere']"
2903,Liverpool,2,"['Gerrard', 'Torres']",Blackburn Rovers,1,['Andrews']
2904,Sunderland,0,[],Fulham,0,[]
2905,Tottenham Hotspur,2,"['Pavlyuchenko', 'Modric']",Everton,1,['Ayegbeni']
2906,Burnley,1,['Paterson'],Portsmouth,2,"['Piquionne', 'Yebda']"
2907,Chelsea,2,"['Lampard', 'Lampard']",Manchester City,4,"['Tevez', 'Bellamy', 'Tevez', 'Bellamy']"
2908,Birmingham City,1,['McFadden'],Wigan Athletic,0,[]
2909,Stoke City,1,['Pugh'],Arsenal,3,"['Bendtner', 'Vermaelen', 'Fabregas']"
2910,Bolton Wanderers,1,['Knight'],Wolverhampton,0,[]
2911,Manchester United,3,"['Rooney', 'Rooney', 'Owen']",West Ham United,0,[]
2912,Manchester City,0,[],Liverpool,0,[]
2913,Blackburn Rovers,3,"['Kalinic', 'Roberts', 'Givet']",Bolton Wanderers,0,[]
2914,Aston Villa,5,"['Young', 'Downing', 'Downing', 'Heskey', 'Agbonlahor']",Burnley,2,"['Fletcher', 'Paterson']"
2915,Wigan Athletic,0,[],Tottenham Hotspur,3,"['Defoe', 'Pavlyuchenko', 'Pavlyuchenko']"
2916,West Ham United,3,"['Behrami', 'Cole', 'Faubert']",Hull City,0,[]
2917,Everton,3,"['Bilyaletdinov', 'Gosling', 'Rodwell']",Manchester United,1,['Berbatov']
2918,Arsenal,2,"['Bendtner', 'Fabregas']",Sunderland,0,[]
2919,Wolverhampton,0,[],Chelsea,2,"['Drogba', 'Drogba']"
2920,Portsmouth,1,['Piquionne'],Stoke City,2,"['Huth', 'Diao']"
2921,Wigan Athletic,0,[],Bolton Wanderers,0,[]
2922,Stoke City,1,['Whelan'],Manchester City,1,['Barry']
2923,Wolverhampton,1,['Jones'],Tottenham Hotspur,0,[]
2924,West Ham United,2,"['Diamanti', 'Cole']",Birmingham City,0,[]
2925,Everton,2,"['Saha', 'Saha']",Chelsea,1,['Malouda']
2926,Arsenal,1,['Diaby'],Liverpool,0,[]
2927,Manchester City,2,"['Tevez', 'Adebayor']",Bolton Wanderers,0,[]
2928,Portsmouth,1,['Dindane'],Sunderland,1,['Bent']
2929,Fulham,3,"['Murphy', 'Elm', 'Zamora']",Burnley,0,[]
2930,Wigan Athletic,1,['Scharner'],Stoke City,1,['Sanli']
2931,Chelsea,2,"['Drogba', 'Drogba']",Arsenal,0,[]
2932,Birmingham City,2,"['Phillips', 'Phillips']",Wolverhampton,1,['Doyle']
2933,Hull City,2,"['Altidore', 'Boateng']",Manchester City,1,['Adebayor']
2934,Stoke City,3,"['Higginbotham', 'Sidibe', 'Etherington']",Blackburn Rovers,0,[]
2935,Liverpool,1,['Kuyt'],Everton,0,[]
2936,Tottenham Hotspur,0,[],Aston Villa,0,[]
2937,Bolton Wanderers,0,[],Fulham,0,[]
2938,Sunderland,1,['Jones'],Wigan Athletic,1,['Diame']
2939,Burnley,2,"['Nugent', 'Fox']",West Ham United,1,['Ilan']
2940,Fulham,1,['Greening'],Portsmouth,0,[]
2941,Hull City,1,['Mouyokolo'],Chelsea,1,['Drogba']
2942,Sunderland,0,[],Stoke City,0,[]
2943,Manchester City,2,"['Adebayor', 'Kompany']",Portsmouth,0,[]
2944,Birmingham City,1,['Ridgewell'],Tottenham Hotspur,1,['Defoe']
2945,Wigan Athletic,0,[],Everton,1,['Cahill']
2946,Burnley,1,['Fletcher'],Chelsea,2,"['Anelka', 'Terry']"
2947,Fulham,0,[],Aston Villa,2,"['Agbonlahor', 'Agbonlahor']"
2948,West Ham United,0,[],Blackburn Rovers,0,[]
2949,Chelsea,3,"['Malouda', 'Lampard', 'Lampard']",Birmingham City,0,[]
2950,Aston Villa,0,[],Arsenal,0,[]
2951,Everton,2,"['Cahill', 'Donovan']",Sunderland,0,[]
2952,Blackburn Rovers,2,"['Pedersen', 'Kalinic']",Wigan Athletic,1,['Caldwell']
2953,Portsmouth,1,['Webber'],West Ham United,1,['Upson']
2954,Wolverhampton,0,[],Liverpool,0,[]
2955,Bolton Wanderers,1,['Lee'],Burnley,0,[]
2956,Tottenham Hotspur,2,"['Crouch', 'Bentley']",Fulham,0,[]
2957,Manchester United,4,"['Rooney', 'Rooney', 'Rooney', 'Rooney']",Hull City,0,[]
2958,Arsenal,4,"['Rosicky', 'Fabregas', 'Vermaelen', 'Arshavin']",Bolton Wanderers,2,"['Cahill', 'Taylor']"
2959,Liverpool,2,"['Kuyt', 'Kuyt']",Tottenham Hotspur,0,[]
2960,Bolton Wanderers,0,[],Arsenal,2,"['Fabregas', 'Merida']"
2961,Blackburn Rovers,2,"['Veijeany', 'Nelsen']",Fulham,0,[]
2962,Aston Villa,0,[],West Ham United,0,[]
2963,Tottenham Hotspur,0,[],Hull City,0,[]
2964,Manchester United,3,"['Berbatov', 'Rooney', 'Diouf']",Burnley,0,[]
2965,Stoke City,1,['Huth'],Liverpool,1,['Kyrgiakos']
2966,Chelsea,7,"['Anelka', 'Malouda', 'Cole', 'Lampard', 'Ballack', 'Anelka', 'Lampard']",Sunderland,2,"['Zenden', 'Bent']"
2967,Everton,2,"['Pienaar', 'Saha']",Manchester City,0,[]
2968,Wolverhampton,0,[],Wigan Athletic,2,"['McCarthy', 'N?Zogbia']"
2969,Manchester City,4,"['Tevez', 'Richards', 'Tevez', 'Tevez']",Blackburn Rovers,1,['Pedersen']
2970,Arsenal,2,"['Denilson', 'Rosicky']",Everton,2,"['Osman', 'Pienaar']"
2971,Stoke City,3,"['Sanli', 'Diagne-Faye', 'Sidibe']",Fulham,2,"['Duff', 'Dempsey']"
2972,Manchester United,5,"['Rooney', 'Carrick', 'Silva', 'Berbatov', 'Valencia']",Wigan Athletic,0,[]
2973,Portsmouth,1,['Belhadj'],Arsenal,4,"['Eduardo', 'Nasri', 'Ramsey', 'Song']"
2974,Bolton Wanderers,2,"['Klasnic', 'Davies']",Hull City,2,"['Hunt', 'Hunt']"
2975,Aston Villa,0,[],Liverpool,1,['Torres']
2976,Everton,2,"['Vaughan', 'Pienaar']",Burnley,0,[]
2977,Blackburn Rovers,2,"['Pedersen', 'Diouf']",Sunderland,2,"['Bent', 'Bent']"
2978,Tottenham Hotspur,2,"['Modric', 'Defoe']",West Ham United,0,[]
2979,Wolverhampton,0,[],Manchester City,3,"['Tevez', 'Garrido', 'Tevez']"
2980,Stoke City,0,[],Birmingham City,1,['Jerome']
2981,Arsenal,3,"['Fabregas', 'Fabregas', 'Diaby']",Aston Villa,0,[]
2982,Manchester City,2,"['Petrov', 'Tevez']",Stoke City,0,[]
2983,Sunderland,1,['Bent'],Everton,1,['Fellaini']
2984,Burnley,1,['Nugent'],Bolton Wanderers,1,['Taylor']
2985,Liverpool,2,"['Gerrard', 'Benayoun']",Wolverhampton,0,[]
2986,Wigan Athletic,1,['Rodallega'],Blackburn Rovers,1,['McCarthy']
2987,Fulham,0,[],Tottenham Hotspur,0,[]
2988,West Ham United,2,"['Diamanti', 'Kovac']",Portsmouth,0,[]
2989,Birmingham City,0,[],Chelsea,0,[]
2990,Everton,1,['Bilyaletdinov'],Birmingham City,1,['Larsson']
2991,Wolverhampton,2,"['Milijas', 'Doyle']",Burnley,0,[]
2992,West Ham United,1,['Diamanti'],Chelsea,1,['Lampard']
2993,Arsenal,3,"['Denilson', 'Eduardo', 'Diaby']",Hull City,0,[]
2994,Manchester City,4,"['Cruz', 'Tevez', 'Bellamy', 'Cruz']",Sunderland,3,"['Mensah', 'Henderson', 'Jones']"
2995,Portsmouth,2,"['Belhadj', 'Piquionne']",Liverpool,0,[]
2996,Aston Villa,1,['Carew'],Stoke City,0,[]
2997,Blackburn Rovers,0,[],Tottenham Hotspur,2,"['Crouch', 'Crouch']"
2998,Fulham,3,"['Murphy', 'Zamora', 'Duff']",Manchester United,0,[]
2999,Liverpool,2,"['N`Gog', 'Torres']",Wigan Athletic,1,['N?Zogbia']
3000,Chelsea,2,"['Anelka', 'Lampard']",Portsmouth,1,['Piquionne']
3001,Burnley,1,['Alexander'],Arsenal,1,['Fabregas']
3002,Tottenham Hotspur,3,"['Kranjcar', 'Defoe', 'Kranjcar']",Manchester City,0,[]
3003,Birmingham City,2,"['Jerome', 'Jerome']",Blackburn Rovers,1,['Nelsen']
3004,Sunderland,0,[],Aston Villa,2,"['Heskey', 'Milner']"
3005,Bolton Wanderers,3,"['Lee', 'Klasnic', 'Cahill']",West Ham United,1,['Diamanti']
3006,Manchester United,3,"['Rooney', 'Vidic', 'Valencia']",Wolverhampton,0,[]
3007,Hull City,0,[],Blackburn Rovers,0,[]
3008,Sunderland,1,['Bent'],Portsmouth,1,['Kaboul']
3009,Bolton Wanderers,3,"['Klasnic', 'Cahill', 'Klasnic']",Manchester City,3,"['Tevez', 'Richards', 'Tevez']"
3010,Tottenham Hotspur,0,[],Wolverhampton,1,['Doyle']
3011,Manchester United,0,[],Aston Villa,1,['Agbonlahor']
3012,Stoke City,2,"['Sanli', 'Shawcross']",Wigan Athletic,2,"['Boyce', 'Figueroa']"
3013,Birmingham City,1,['Bowyer'],West Ham United,0,[]
3014,Burnley,1,['Elliott'],Fulham,1,['Zamora']
3015,Everton,2,"['Saha', 'Cahill']",Tottenham Hotspur,2,"['Defoe', 'Dawson']"
3016,Fulham,1,['Zamora'],Sunderland,0,[]
3017,Portsmouth,2,"['Hreidarsson', 'Dindane']",Burnley,0,[]
3018,Wigan Athletic,2,"['N?Zogbia', 'Gomez']",Birmingham City,3,"['Larsson', 'Benitez', 'Larsson']"
3019,Blackburn Rovers,0,[],Liverpool,0,[]
3020,Wolverhampton,2,"['Craddock', 'Milijas']",Bolton Wanderers,1,['Elmander']
3021,West Ham United,0,[],Manchester United,4,"['Scholes', 'Gibson', 'Valencia', 'Rooney']"
3022,Aston Villa,3,"['Dunne', 'Milner', 'Carew']",Hull City,0,[]
3023,Arsenal,2,"['Arshavin', 'Ramsey']",Stoke City,0,[]
3024,Wolverhampton,0,[],Birmingham City,1,['Bowyer']
3025,Fulham,1,['Duff'],Bolton Wanderers,1,['Klasnic']
3026,Manchester City,1,['Phillips'],Hull City,1,['Bullard']
3027,Wigan Athletic,1,['Rodallega'],Sunderland,0,[]
3028,West Ham United,5,"['Collison', 'Stanislas', 'Cole', 'Franco', 'Jimenez']",Burnley,3,"['Fletcher', 'Fletcher', 'Eagles']"
3029,Aston Villa,1,['Agbonlahor'],Tottenham Hotspur,1,['Dawson']
3030,Blackburn Rovers,0,[],Stoke City,0,[]
3031,Portsmouth,1,['Boateng'],Manchester United,4,"['Rooney', 'Rooney', 'Rooney', 'Giggs']"
3032,Fulham,3,"['Nevland', 'Dempsey', 'Dempsey']",Blackburn Rovers,0,[]
3033,Stoke City,1,['Fuller'],Portsmouth,0,[]
3034,Liverpool,2,"['Skrtel', 'Benayoun']",Manchester City,2,"['Adebayor', 'Ireland']"
3035,Chelsea,4,"['Malouda', 'Essien', 'Essien', 'Cole']",Wolverhampton,0,[]
3036,Sunderland,1,['Bent'],Arsenal,0,[]
3037,Manchester United,3,"['Fletcher', 'Carrick', 'Valencia']",Everton,0,[]
3038,Birmingham City,1,['Bowyer'],Fulham,0,[]
3039,Burnley,1,['Caldwell'],Aston Villa,1,['Heskey']
3040,Liverpool,2,"['N`Gog', 'Gerrard']",Birmingham City,2,"['Benitez', 'Jerome']"
3041,Hull City,2,"['Olofinjana', 'Hesselink']",Stoke City,1,['Etherington']
3042,Chelsea,1,['Terry'],Manchester United,0,[]
3043,Wigan Athletic,1,['Boyce'],Fulham,1,['Dempsey']
3044,Aston Villa,5,"['Young', 'Agbonlahor', 'Carew', 'Milner', 'Cuellar']",Bolton Wanderers,1,['Elmander']
3045,Tottenham Hotspur,2,"['Keane', 'Huddlestone']",Sunderland,0,[]
3046,Blackburn Rovers,3,"['Roberts', 'Nelsen', 'Roberts']",Portsmouth,1,"[""O'Hara""]"
3047,Manchester City,3,"['Phillips', 'Toure', 'Bellamy']",Burnley,3,"['Alexander', 'Fletcher', 'McDonald']"
3048,West Ham United,2,"['Noble', 'Hines']",Aston Villa,1,['Young']
3049,Birmingham City,0,[],Manchester City,0,[]
3050,Burnley,2,"['Alexander', 'Alexander']",Hull City,0,[]
3051,Portsmouth,4,"['Dindane', 'Piquionne', 'Dindane', 'Dindane']",Wigan Athletic,0,[]
3052,Everton,1,['Bilyaletdinov'],Aston Villa,1,['Carew']
3053,Sunderland,2,"['Reid', 'Richardson']",West Ham United,2,"['Franco', 'Cole']"
3054,Fulham,3,"['Zamora', 'Nevland', 'Dempsey']",Liverpool,1,['Torres']
3055,Manchester United,2,"['Berbatov', 'Rooney']",Blackburn Rovers,0,[]
3056,Arsenal,3,"['Persie', 'Fabregas', 'Persie']",Tottenham Hotspur,0,[]
3057,Liverpool,2,"['Torres', 'N`Gog']",Manchester United,0,[]
3058,Bolton Wanderers,3,"['Lee', 'Cahill', 'Klasnic']",Everton,2,"['Saha', 'Fellaini']"
3059,West Ham United,2,"['Cole', 'Diamanti']",Arsenal,2,"['Persie', 'Gallas']"
3060,Manchester City,2,"['Lescott', 'Petrov']",Fulham,2,"['Duff', 'Dempsey']"
3061,Hull City,0,[],Portsmouth,0,[]
3062,Wolverhampton,1,['Ebanks-Blake'],Aston Villa,1,['Agbonlahor']
3063,Burnley,1,['Fletcher'],Wigan Athletic,3,"['Rodallega', 'Rodallega', 'Boyce']"
3064,Tottenham Hotspur,0,[],Stoke City,1,['Whelan']
